SIC_Code,Description,Portfolio_Weight,Benchmark_Weight,Portfolio_Return,Benchmark_Return,Allocation,Selection,Interaction,Total
5000,WHOLESALE-DURABLE GOODS,0.0,0.000933261,0.0,0.4906373104527535,-0.0004578926669904472,-0.0004578926669904472,0.0004578926669904472,-0.0004578926669904472
5010,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES,0.0,0.000192438,0.0,-0.11269959153360387,2.168768399554366e-05,2.168768399554366e-05,-2.168768399554366e-05,2.168768399554366e-05
5013,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,0.008548877,0.000326138,-0.18438254519757324,-0.18438254519757324,-0.0015161295453153482,0.0,0.0,-0.0015161295453153482
3990,MISCELLANEOUS MANUFACTURING INDUSTRIES,0.0,0.000272599,0.0,-0.1912751677852358,5.214141946308749e-05,5.214141946308749e-05,-5.214141946308749e-05,5.214141946308749e-05
3480,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",0.0,0.000863509,0.0,0.5354850213980011,-0.0004623961353423666,-0.0004623961353423666,0.0004623961353423666,-0.0004623961353423666
8090,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",0.0,0.000139417,0.0,0.399786210582576,-5.5736994120791e-05,-5.5736994120791e-05,5.5736994120791e-05,-5.5736994120791e-05
5531,RETAIL-AUTO & HOME SUPPLY STORES,0.0,0.002505607,0.0,0.1003598280375505,-0.0002514622876496828,-0.0002514622876496828,0.0002514622876496828,-0.0002514622876496828
4512,"AIR TRANSPORTATION, SCHEDULED",0.022623018,0.001800439,0.2336706531738708,0.11187616999345666,0.002329550387906181,0.00021928353750286169,0.002536075247788345,0.005084909173197387
4513,AIR COURIER SERVICES,0.0,0.001243404,0.0,0.42703221075195974,-0.0005309735589778297,-0.0005309735589778297,0.0005309735589778297,-0.0005309735589778297
3490,MISCELLANEOUS FABRICATED METAL PRODUCTS,0.0,0.001628331,0.0,0.5790375651220219,-0.0009428648174527069,-0.0009428648174527069,0.0009428648174527069,-0.0009428648174527069
4011,"RAILROADS, LINE-HAUL OPERATING",0.0,0.005136532,0.0,0.12078841136730967,-0.0006204335402173499,-0.0006204335402173499,0.0006204335402173499,-0.0006204335402173499
3510,ENGINES & TURBINES,0.0,0.000961238,0.0,-0.006098572850979478,5.8621799701298115e-06,5.8621799701298115e-06,-5.8621799701298115e-06,5.8621799701298115e-06
5047,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",0.0,0.000175253,0.0,-0.04886934673366905,8.564499623115701e-06,8.564499623115701e-06,-8.564499623115701e-06,8.564499623115701e-06
3523,FARM MACHINERY & EQUIPMENT,0.030778316,0.002157098,-0.057554974192180364,-0.057554974192180364,-0.0016472934633387682,0.0,0.0,-0.0016472934633387682
5065,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",0.006467107,0.000862179,0.22536193964765183,0.22536193964765183,0.0012631374456654337,0.0,0.0,0.0012631374456654337
3530,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",0.0,0.000514738,0.0,0.13874287406530028,-7.141622951062454e-05,-7.141622951062454e-05,7.141622951062454e-05,-7.141622951062454e-05
3531,CONSTRUCTION MACHINERY & EQUIP,0.0,0.003515757,0.0,0.23773442732752725,-0.0008358164770177453,-0.0008358164770177453,0.0008358164770177453,-0.0008358164770177453
3021,RUBBER & PLASTICS FOOTWEAR,0.0,0.002410282,0.0,0.12387068784006396,-0.00029856328922852504,-0.00029856328922852504,0.00029856328922852504,-0.00029856328922852504
3533,OIL & GAS FIELD MACHINERY & EQUIPMENT,0.0,0.000832797,0.0,0.18886956521739395,-0.00015729000730435003,-0.00015729000730435003,0.00015729000730435003,-0.00015729000730435003
2000,FOOD AND KINDRED PRODUCTS,0.0,0.002033636,0.0,0.019978533473879238,-4.062906489968588e-05,-4.062906489968588e-05,4.062906489968588e-05,-4.062906489968588e-05
2011,MEAT PACKING PLANTS,0.0,0.000184756,0.0,-0.2981420765027315,5.508353748633866e-05,5.508353748633866e-05,-5.508353748633866e-05,5.508353748633866e-05
3550,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),0.0,0.000335193,0.0,0.6086283185840704,-0.00020400795199115033,-0.00020400795199115033,0.00020400795199115033,-0.00020400795199115033
2015,POULTRY SLAUGHTERING AND PROCESSING,0.0,0.000335219,0.0,-0.15487421383647848,5.191677908805048e-05,5.191677908805048e-05,-5.191677908805048e-05,5.191677908805048e-05
5090,WHOLESALE-MISC DURABLE GOODS,0.0,0.000257169,0.0,0.3253664860552452,-8.367417385234136e-05,-8.367417385234136e-05,8.367417385234136e-05,-8.367417385234136e-05
3559,"SPECIAL INDUSTRY MACHINERY, NEC",0.0,0.001902333,0.0,0.8905623944001939,-0.0016941462314265042,-0.0016941462314265042,0.0016941462314265042,-0.0016941462314265042
3560,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,0.0,0.002494868,0.0,0.24659960914826196,-0.000615233473676506,-0.000615233473676506,0.000615233473676506,-0.000615233473676506
1000,METAL MINING,0.0,0.001094723,0.0,0.12262658227848,-0.00013424214003164445,-0.00013424214003164445,0.00013424214003164445,-0.00013424214003164445
3561,PUMPS & PUMPING EQUIPMENT,0.0,0.000882898,0.0,0.00167837908613332,-1.4818375383889359e-06,-1.4818375383889359e-06,1.4818375383889359e-06,-1.4818375383889359e-06
2030,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",0.0,0.000739262,0.0,-0.007201506838356145,5.32380034833684e-06,5.32380034833684e-06,-5.32380034833684e-06,5.32380034833684e-06
1520,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,0.0,0.00065504,0.0,0.6203522504892365,-0.00040635553816046943,-0.00040635553816046943,0.00040635553816046943,-0.00040635553816046943
2033,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES",0.0,0.000239156,0.0,-0.20510723944902254,4.9052626957670436e-05,4.9052626957670436e-05,-4.9052626957670436e-05,4.9052626957670436e-05
3570,COMPUTER & OFFICE EQUIPMENT,0.0,0.005283253999999999,0.0,0.14125894040520293,-0.0007463068619315499,-0.0007463068619315499,0.0007463068619315499,-0.0007463068619315499
3571,ELECTRONIC COMPUTERS,0.0,0.075669772,0.0,0.5498032160258068,-0.04160348400153955,-0.04160348400153955,0.04160348400153955,-0.04160348400153955
3572,COMPUTER STORAGE DEVICES,0.0,0.00125409,0.0,0.5777552240804733,-0.0007245570489670807,-0.0007245570489670807,0.0007245570489670807,-0.0007245570489670807
3569,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",0.0,0.000224936,0.0,0.10977607864554884,-2.469259202621517e-05,-2.469259202621517e-05,2.469259202621517e-05,-2.469259202621517e-05
3576,COMPUTER COMMUNICATIONS EQUIPMENT,0.0,0.007661637999999999,0.0,0.3267467758455311,-0.002503415514195603,-0.002503415514195603,0.002503415514195603,-0.002503415514195603
3577,"COMPUTER PERIPHERAL EQUIPMENT, NEC",0.0,0.003567743,0.0,0.816700136378317,-0.0029137761946627858,-0.0029137761946627858,0.0029137761946627858,-0.0029137761946627858
1531,OPERATIVE BUILDERS,0.0,0.001761373,0.0,0.7763604535891855,-0.0013674603412197445,-0.0013674603412197445,0.0013674603412197445,-0.0013674603412197445
8700,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",0.0,0.000895473,0.0,0.028494948622743932,-2.5516457128054378e-05,-2.5516457128054378e-05,2.5516457128054378e-05,-2.5516457128054378e-05
6141,PERSONAL CREDIT INSTITUTIONS,0.0,0.000882275,0.0,0.15888235900608327,-0.0001401779332920921,-0.0001401779332920921,0.0001401779332920921,-0.0001401779332920921
-1,other,0.022984619,0.017568958,0.0,0.0,0.0,0.0,0.0,0.0
